source	target	Especie	string_interaction_score
rpsB	rpsC	pseu	0.999
rpsB	rplC	pseu	0.999
rpsB	rpsG	pseu	0.999
rpsB	rpmC	pseu	0.999
rpsB	rplP	pseu	0.999
rpsB	rplL	pseu	0.999
rpsB	rplN	pseu	0.999
rpsB	rplV	pseu	0.999
rpsB	rplW	pseu	0.999
rpsB	rpsM	pseu	0.999
rpsB	rpsP	pseu	0.999
rpsB	rplB	pseu	0.999
rpsB	rpsQ	pseu	0.999
rpsB	rpsJ	pseu	0.999
rpsB	rplR	pseu	0.999
rpsB	rplJ	pseu	0.999
lysS	rplQ	pseu	0.467
lysS	rpsH	pseu	0.474
lysS	rplP	pseu	0.55
lysS	rplN	pseu	0.602
lysS	rplW	pseu	0.605
lysS	rpsM	pseu	0.608
lysS	rplE	pseu	0.621
lysS	rplX	pseu	0.633
lysS	rpsS	pseu	0.643
lysS	rplJ	pseu	0.653
lysS	rpsJ	pseu	0.668
lysS	rpsQ	pseu	0.673
lysS	tyrS	pseu	0.674
lysS	rplB	pseu	0.679
lysS	rpsC	pseu	0.686
lysS	rplD	pseu	0.698
lysS	rplV	pseu	0.701
lysS	rpsK	pseu	0.706
lysS	rplL	pseu	0.718
lysS	rplF	pseu	0.736
lysS	rplR	pseu	0.737
lysS	rplC	pseu	0.74
lysS	rplA	pseu	0.748
lysS	rpmD	pseu	0.754
lysS	rpsG	pseu	0.764
lysS	rpsL	pseu	0.812
lysS	leuS	pseu	0.929
lysS	hisS	pseu	0.947
rplS	rpmD	pseu	0.991
rplS	rpmJ	pseu	0.993
rplS	rplR	pseu	0.995
rplS	rpsN	pseu	0.996
rplS	rpsL	pseu	0.997
rplS	rpmC	pseu	0.997
rplS	rplX	pseu	0.997
rplS	rpsH	pseu	0.998
rplS	rplL	pseu	0.998
rplS	rplW	pseu	0.998
rplS	rplV	pseu	0.998
rplS	rpsG	pseu	0.998
rplS	rplD	pseu	0.999
rplS	rpsS	pseu	0.999
rplS	rplA	pseu	0.999
rplS	rplE	pseu	0.999
rplS	rplF	pseu	0.999
rplS	rplN	pseu	0.999
rplS	rplP	pseu	0.999
rplS	rpsP	pseu	0.999
rplS	rplB	pseu	0.999
rplS	rpsM	pseu	0.999
rplS	rpsC	pseu	0.999
rplS	rpsK	pseu	0.999
rplS	rplC	pseu	0.999
rplS	rplQ	pseu	0.999
rplS	rpsJ	pseu	0.999
rplS	rpsQ	pseu	0.999
rplS	rplJ	pseu	0.999
rpsP	rplL	pseu	0.991
rpsP	rpmJ	pseu	0.993
rpsP	rplA	pseu	0.995
rpsP	rplR	pseu	0.997
rpsP	rplX	pseu	0.997
rpsP	rpsQ	pseu	0.997
rpsP	rplW	pseu	0.997
rpsP	rpsS	pseu	0.997
rpsP	rplJ	pseu	0.998
rpsP	rplQ	pseu	0.998
rpsP	rpsM	pseu	0.998
rpsP	rplB	pseu	0.998
rpsP	rplP	pseu	0.998
rpsP	rplN	pseu	0.998
rpsP	rplV	pseu	0.998
rpsP	rplC	pseu	0.998
rpsP	rpmD	pseu	0.998
rpsP	rpsC	pseu	0.998
rpsP	rplD	pseu	0.998
rpsP	rplF	pseu	0.998
rpsP	rpsH	pseu	0.998
rpsP	rplE	pseu	0.998
rpsP	rpsJ	pseu	0.999
rpsP	rpsG	pseu	0.999
rpsP	rpmC	pseu	0.999
rpsP	rpsK	pseu	0.999
rpsP	rpsL	pseu	0.999
rpsP	rpsN	pseu	0.999
hisS	rplR	pseu	0.415
hisS	rpsM	pseu	0.419
hisS	rplX	pseu	0.433
hisS	rplF	pseu	0.453
hisS	rpsK	pseu	0.464
hisS	rplV	pseu	0.469
hisS	rpsH	pseu	0.473
hisS	rplC	pseu	0.476
hisS	rpsL	pseu	0.505
hisS	tyrS	pseu	0.529
hisS	rplN	pseu	0.531
hisS	rpsC	pseu	0.539
hisS	rplD	pseu	0.54
hisS	rpsS	pseu	0.569
hisS	rplW	pseu	0.57
hisS	rplB	pseu	0.616
hisS	leuS	pseu	0.939
moeA1	moaE	pseu	0.99
moeA1	moaC	pseu	0.99
moeA1	moaB1	pseu	0.998
moaB1	moaC	pseu	0.986
moaB1	moaE	pseu	0.996
moaE	moaC	pseu	0.999
leuS	rpmD	pseu	0.401
leuS	rplX	pseu	0.402
leuS	rplW	pseu	0.439
leuS	rplL	pseu	0.446
leuS	rplJ	pseu	0.485
leuS	rodA	pseu	0.494
leuS	rplC	pseu	0.554
leuS	rplF	pseu	0.556
leuS	rplN	pseu	0.562
leuS	rplP	pseu	0.578
leuS	tyrS	pseu	0.586
leuS	rpsM	pseu	0.6
leuS	rplR	pseu	0.635
leuS	rpsQ	pseu	0.636
leuS	rpsG	pseu	0.639
leuS	rpsS	pseu	0.648
leuS	rpsL	pseu	0.652
leuS	rplD	pseu	0.66
leuS	rpsC	pseu	0.66
leuS	rpsH	pseu	0.667
leuS	rpsJ	pseu	0.683
leuS	rplV	pseu	0.686
leuS	rplE	pseu	0.696
leuS	rplA	pseu	0.702
leuS	rpsK	pseu	0.723
leuS	rplB	pseu	0.902
dacC	rplJ	pseu	0.418
dacC	rodA	pseu	0.829
dacC	pbpA	pseu	0.922
rodA	ddlA	pseu	0.649
rodA	pbpA	pseu	0.999
pbpA	ddlA	pseu	0.462
ribA	rpmJ	pseu	0.437
tyrS	rpsC	pseu	0.456
PA4144	PA4375	pseu	0.92
PA4144	PA4374	pseu	0.927
rplQ	rplL	pseu	0.997
rplQ	rplA	pseu	0.998
rplQ	rpmJ	pseu	0.998
rplQ	rpsG	pseu	0.999
rplQ	rpmC	pseu	0.999
rplQ	rplC	pseu	0.999
rplQ	rpsK	pseu	0.999
rplQ	rpmD	pseu	0.999
rplQ	rpsC	pseu	0.999
rplQ	rpsM	pseu	0.999
rplQ	rplB	pseu	0.999
rplQ	rplP	pseu	0.999
rplQ	rplV	pseu	0.999
rplQ	rplW	pseu	0.999
rplQ	rplN	pseu	0.999
rplQ	rpsN	pseu	0.999
rplQ	rplF	pseu	0.999
rplQ	rpsH	pseu	0.999
rplQ	rplE	pseu	0.999
rplQ	rpsL	pseu	0.999
rplQ	rpsS	pseu	0.999
rplQ	rplD	pseu	0.999
rplQ	rplR	pseu	0.999
rplQ	rplX	pseu	0.999
rplQ	rplJ	pseu	0.999
rplQ	rpsQ	pseu	0.999
rplQ	rpsJ	pseu	0.999
rpsK	rpsQ	pseu	0.999
rpsK	rpsJ	pseu	0.999
rpsK	rplX	pseu	0.999
rpsK	rplR	pseu	0.999
rpsK	rplJ	pseu	0.999
rpsK	rpmJ	pseu	0.999
rpsK	rplE	pseu	0.999
rpsK	rpsH	pseu	0.999
rpsK	rplF	pseu	0.999
rpsK	rpsN	pseu	0.999
rpsK	rplD	pseu	0.999
rpsK	rpsS	pseu	0.999
rpsK	rplA	pseu	0.999
rpsK	rpsL	pseu	0.999
rpsK	rpsC	pseu	0.999
rpsK	rpmD	pseu	0.999
rpsK	rplC	pseu	0.999
rpsK	rpmC	pseu	0.999
rpsK	rpsG	pseu	0.999
rpsK	rplN	pseu	0.999
rpsK	rplL	pseu	0.999
rpsK	rplW	pseu	0.999
rpsK	rplV	pseu	0.999
rpsK	rplP	pseu	0.999
rpsK	rplB	pseu	0.999
rpsK	rpsM	pseu	0.999
rpsM	rplP	pseu	0.999
rpsM	rplL	pseu	0.999
rpsM	rplN	pseu	0.999
rpsM	rplV	pseu	0.999
rpsM	rplW	pseu	0.999
rpsM	rplB	pseu	0.999
rpsM	rpsC	pseu	0.999
rpsM	rpmD	pseu	0.999
rpsM	rplC	pseu	0.999
rpsM	rpsG	pseu	0.999
rpsM	rpmC	pseu	0.999
rpsM	rpsL	pseu	0.999
rpsM	rplA	pseu	0.999
rpsM	rplD	pseu	0.999
rpsM	rpsS	pseu	0.999
rpsM	rpsH	pseu	0.999
rpsM	rplE	pseu	0.999
rpsM	rplF	pseu	0.999
rpsM	rpsN	pseu	0.999
rpsM	rpmJ	pseu	0.999
rpsM	rplJ	pseu	0.999
rpsM	rplX	pseu	0.999
rpsM	rplR	pseu	0.999
rpsM	rpsJ	pseu	0.999
rpsM	rpsQ	pseu	0.999
rpmJ	rplL	pseu	0.994
rpmJ	rplA	pseu	0.994
rpmJ	rplB	pseu	0.998
rpmJ	rpsG	pseu	0.998
rpmJ	rplC	pseu	0.998
rpmJ	rplJ	pseu	0.998
rpmJ	rpsJ	pseu	0.998
rpmJ	rplP	pseu	0.999
rpmJ	rplV	pseu	0.999
rpmJ	rplW	pseu	0.999
rpmJ	rplN	pseu	0.999
rpmJ	rpsC	pseu	0.999
rpmJ	rpmD	pseu	0.999
rpmJ	rpmC	pseu	0.999
rpmJ	rpsL	pseu	0.999
rpmJ	rpsS	pseu	0.999
rpmJ	rplD	pseu	0.999
rpmJ	rpsH	pseu	0.999
rpmJ	rplE	pseu	0.999
rpmJ	rpsN	pseu	0.999
rpmJ	rplF	pseu	0.999
rpmJ	rplX	pseu	0.999
rpmJ	rplR	pseu	0.999
rpmJ	rpsQ	pseu	0.999
rpmD	rplL	pseu	0.998
rpmD	rpsQ	pseu	0.999
rpmD	rpsJ	pseu	0.999
rpmD	rplX	pseu	0.999
rpmD	rplR	pseu	0.999
rpmD	rplJ	pseu	0.999
rpmD	rplE	pseu	0.999
rpmD	rpsH	pseu	0.999
rpmD	rplF	pseu	0.999
rpmD	rpsN	pseu	0.999
rpmD	rplD	pseu	0.999
rpmD	rpsS	pseu	0.999
rpmD	rplA	pseu	0.999
rpmD	rpsL	pseu	0.999
rpmD	rpsC	pseu	0.999
rpmD	rplC	pseu	0.999
rpmD	rpmC	pseu	0.999
rpmD	rpsG	pseu	0.999
rpmD	rplN	pseu	0.999
rpmD	rplW	pseu	0.999
rpmD	rplV	pseu	0.999
rpmD	rplP	pseu	0.999
rpmD	rplB	pseu	0.999
rplR	rplL	pseu	0.998
rplR	rplW	pseu	0.999
rplR	rplV	pseu	0.999
rplR	rplN	pseu	0.999
rplR	rplP	pseu	0.999
rplR	rplB	pseu	0.999
rplR	rpsC	pseu	0.999
rplR	rpmC	pseu	0.999
rplR	rpsG	pseu	0.999
rplR	rplC	pseu	0.999
rplR	rpsS	pseu	0.999
rplR	rplD	pseu	0.999
rplR	rplA	pseu	0.999
rplR	rpsL	pseu	0.999
rplR	rplE	pseu	0.999
rplR	rpsH	pseu	0.999
rplR	rpsN	pseu	0.999
rplR	rplF	pseu	0.999
rplR	rplJ	pseu	0.999
rplR	rplX	pseu	0.999
rplR	rpsJ	pseu	0.999
rplR	rpsQ	pseu	0.999
rplF	rpsH	pseu	0.999
rplF	rplE	pseu	0.999
rplF	rpsN	pseu	0.999
rplF	rpsL	pseu	0.999
rplF	rplA	pseu	0.999
rplF	rpsS	pseu	0.999
rplF	rplD	pseu	0.999
rplF	rpsC	pseu	0.999
rplF	rpmC	pseu	0.999
rplF	rpsG	pseu	0.999
rplF	rplC	pseu	0.999
rplF	rplP	pseu	0.999
rplF	rplW	pseu	0.999
rplF	rplV	pseu	0.999
rplF	rplN	pseu	0.999
rplF	rplL	pseu	0.999
rplF	rplB	pseu	0.999
rplF	rpsQ	pseu	0.999
rplF	rpsJ	pseu	0.999
rplF	rplX	pseu	0.999
rplF	rplJ	pseu	0.999
rpsH	rplL	pseu	0.997
rpsH	rplA	pseu	0.998
rpsH	rplE	pseu	0.999
rpsH	rpsN	pseu	0.999
rpsH	rpsL	pseu	0.999
rpsH	rpsS	pseu	0.999
rpsH	rplD	pseu	0.999
rpsH	rpsC	pseu	0.999
rpsH	rpmC	pseu	0.999
rpsH	rpsG	pseu	0.999
rpsH	rplC	pseu	0.999
rpsH	rplP	pseu	0.999
rpsH	rplW	pseu	0.999
rpsH	rplV	pseu	0.999
rpsH	rplN	pseu	0.999
rpsH	rplB	pseu	0.999
rpsH	rpsQ	pseu	0.999
rpsH	rpsJ	pseu	0.999
rpsH	rplX	pseu	0.999
rpsH	rplJ	pseu	0.999
rpsN	rplA	pseu	0.997
rpsN	rplL	pseu	0.998
rpsN	rpsC	pseu	0.999
rpsN	rplC	pseu	0.999
rpsN	rpmC	pseu	0.999
rpsN	rpsG	pseu	0.999
rpsN	rplN	pseu	0.999
rpsN	rplW	pseu	0.999
rpsN	rplV	pseu	0.999
rpsN	rplP	pseu	0.999
rpsN	rplB	pseu	0.999
rpsN	rplE	pseu	0.999
rpsN	rplD	pseu	0.999
rpsN	rpsS	pseu	0.999
rpsN	rpsL	pseu	0.999
rpsN	rplX	pseu	0.999
rpsN	rplJ	pseu	0.999
rpsN	rpsQ	pseu	0.999
rpsN	rpsJ	pseu	0.999
rplE	rplJ	pseu	0.999
rplE	rplX	pseu	0.999
rplE	rpsJ	pseu	0.999
rplE	rpsQ	pseu	0.999
rplE	rplB	pseu	0.999
rplE	rplP	pseu	0.999
rplE	rplV	pseu	0.999
rplE	rplW	pseu	0.999
rplE	rplL	pseu	0.999
rplE	rplN	pseu	0.999
rplE	rpsG	pseu	0.999
rplE	rpmC	pseu	0.999
rplE	rplC	pseu	0.999
rplE	rpsC	pseu	0.999
rplE	rplA	pseu	0.999
rplE	rpsL	pseu	0.999
rplE	rpsS	pseu	0.999
rplE	rplD	pseu	0.999
rplX	rplC	pseu	0.999
rplX	rpsG	pseu	0.999
rplX	rpmC	pseu	0.999
rplX	rpsC	pseu	0.999
rplX	rplB	pseu	0.999
rplX	rplL	pseu	0.999
rplX	rplN	pseu	0.999
rplX	rplV	pseu	0.999
rplX	rplW	pseu	0.999
rplX	rplP	pseu	0.999
rplX	rplD	pseu	0.999
rplX	rpsS	pseu	0.999
rplX	rplA	pseu	0.999
rplX	rpsL	pseu	0.999
rplX	rplJ	pseu	0.999
rplX	rpsQ	pseu	0.999
rplX	rpsJ	pseu	0.999
rplN	rplJ	pseu	0.999
rplN	rpsJ	pseu	0.999
rplN	rpsQ	pseu	0.999
rplN	rplP	pseu	0.999
rplN	rplV	pseu	0.999
rplN	rplW	pseu	0.999
rplN	rplL	pseu	0.999
rplN	rplB	pseu	0.999
rplN	rpsC	pseu	0.999
rplN	rpsG	pseu	0.999
rplN	rpmC	pseu	0.999
rplN	rplC	pseu	0.999
rplN	rplA	pseu	0.999
rplN	rpsL	pseu	0.999
rplN	rpsS	pseu	0.999
rplN	rplD	pseu	0.999
rpsQ	rplL	pseu	0.998
rpsQ	rpsL	pseu	0.999
rpsQ	rplA	pseu	0.999
rpsQ	rpsS	pseu	0.999
rpsQ	rplD	pseu	0.999
rpsQ	rplP	pseu	0.999
rpsQ	rplW	pseu	0.999
rpsQ	rplV	pseu	0.999
rpsQ	rplB	pseu	0.999
rpsQ	rpsC	pseu	0.999
rpsQ	rpmC	pseu	0.999
rpsQ	rpsG	pseu	0.999
rpsQ	rplC	pseu	0.999
rpsQ	rpsJ	pseu	0.999
rpsQ	rplJ	pseu	0.999
rpmC	rpsL	pseu	0.999
rpmC	rplA	pseu	0.999
rpmC	rplD	pseu	0.999
rpmC	rpsS	pseu	0.999
rpmC	rplP	pseu	0.999
rpmC	rplL	pseu	0.999
rpmC	rplW	pseu	0.999
rpmC	rplV	pseu	0.999
rpmC	rplB	pseu	0.999
rpmC	rpsC	pseu	0.999
rpmC	rplC	pseu	0.999
rpmC	rpsG	pseu	0.999
rpmC	rpsJ	pseu	0.999
rpmC	rplJ	pseu	0.999
rplP	rpsJ	pseu	0.999
rplP	rplJ	pseu	0.999
rplP	rpsL	pseu	0.999
rplP	rplA	pseu	0.999
rplP	rplD	pseu	0.999
rplP	rpsS	pseu	0.999
rplP	rpsC	pseu	0.999
rplP	rplC	pseu	0.999
rplP	rpsG	pseu	0.999
rplP	rplL	pseu	0.999
rplP	rplV	pseu	0.999
rplP	rplW	pseu	0.999
rplP	rplB	pseu	0.999
rpsC	rpsL	pseu	0.999
rpsC	rplA	pseu	0.999
rpsC	rpsS	pseu	0.999
rpsC	rplD	pseu	0.999
rpsC	rplW	pseu	0.999
rpsC	rplV	pseu	0.999
rpsC	rplL	pseu	0.999
rpsC	rplB	pseu	0.999
rpsC	rpsG	pseu	0.999
rpsC	rplC	pseu	0.999
rpsC	rpsJ	pseu	0.999
rpsC	rplJ	pseu	0.999
rplV	rplL	pseu	0.998
rplV	rplJ	pseu	0.999
rplV	rpsJ	pseu	0.999
rplV	rpsG	pseu	0.999
rplV	rplC	pseu	0.999
rplV	rplB	pseu	0.999
rplV	rplW	pseu	0.999
rplV	rplA	pseu	0.999
rplV	rpsL	pseu	0.999
rplV	rpsS	pseu	0.999
rplV	rplD	pseu	0.999
rpsS	rpsG	pseu	0.999
rpsS	rplC	pseu	0.999
rpsS	rplB	pseu	0.999
rpsS	rplW	pseu	0.999
rpsS	rplL	pseu	0.999
rpsS	rplA	pseu	0.999
rpsS	rpsL	pseu	0.999
rpsS	rplD	pseu	0.999
rpsS	rplJ	pseu	0.999
rpsS	rpsJ	pseu	0.999
rplB	rplD	pseu	0.999
rplB	rpsL	pseu	0.999
rplB	rplA	pseu	0.999
rplB	rplW	pseu	0.999
rplB	rplL	pseu	0.999
rplB	rpsG	pseu	0.999
rplB	rplC	pseu	0.999
rplB	rpsJ	pseu	0.999
rplB	rplJ	pseu	0.999
rplW	rplL	pseu	0.998
rplW	rplJ	pseu	0.999
rplW	rpsJ	pseu	0.999
rplW	rplC	pseu	0.999
rplW	rpsG	pseu	0.999
rplW	rpsL	pseu	0.999
rplW	rplA	pseu	0.999
rplW	rplD	pseu	0.999
rplD	rpsG	pseu	0.999
rplD	rplC	pseu	0.999
rplD	rplL	pseu	0.999
rplD	rpsL	pseu	0.999
rplD	rplA	pseu	0.999
rplD	rplJ	pseu	0.999
rplD	rpsJ	pseu	0.999
rplC	rpsJ	pseu	0.999
rplC	rplJ	pseu	0.999
rplC	rpsL	pseu	0.999
rplC	rplA	pseu	0.999
rplC	rplL	pseu	0.999
rplC	rpsG	pseu	0.999
rpsJ	rplJ	pseu	0.999
rpsJ	rplL	pseu	0.999
rpsJ	rpsG	pseu	0.999
rpsJ	rpsL	pseu	0.999
rpsJ	rplA	pseu	0.999
rpsG	rplL	pseu	0.998
rpsG	rplA	pseu	0.999
rpsG	rpsL	pseu	0.999
rpsG	rplJ	pseu	0.999
rpsL	rplA	pseu	0.998
rpsL	rplL	pseu	0.998
rpsL	rplJ	pseu	0.999
rplL	rplA	pseu	0.999
rplL	rplJ	pseu	0.999
rplJ	rplA	pseu	0.999
PA4374	PA4375	pseu	0.993
ddlB	ponA	pseu	0.414
ddlB	ftsI	pseu	0.957
ddlB	ftsW	pseu	0.974
ddlB	mraY	pseu	0.976
ddlB	murG	pseu	0.989
ddlB	murE	pseu	0.99
ddlB	murD	pseu	0.993
ddlB	murF	pseu	0.999
murG	rplU	pseu	0.423
murG	rplI	pseu	0.469
murG	rpsF	pseu	0.531
murG	mrcB	pseu	0.623
murG	ponA	pseu	0.745
murG	ftsI	pseu	0.974
murG	murE	pseu	0.997
murG	mraY	pseu	0.998
murG	ftsW	pseu	0.998
murG	murF	pseu	0.999
murG	murD	pseu	0.999
ftsW	rplY	pseu	0.43
ftsW	amiB	pseu	0.574
ftsW	ponA	pseu	0.918
ftsW	mrcB	pseu	0.955
ftsW	murE	pseu	0.985
ftsW	murF	pseu	0.995
ftsW	mraY	pseu	0.995
ftsW	murD	pseu	0.996
ftsW	ftsI	pseu	0.999
murD	rpsF	pseu	0.481
murD	ponA	pseu	0.494
murD	mrcB	pseu	0.613
murD	ftsI	pseu	0.961
murD	mraY	pseu	0.992
murD	murF	pseu	0.995
murD	murE	pseu	0.997
mraY	amiB	pseu	0.431
mraY	argS	pseu	0.484
mraY	ponA	pseu	0.525
mraY	ftsI	pseu	0.943
mraY	murE	pseu	0.983
mraY	murF	pseu	0.999
murF	amiB	pseu	0.413
murF	rplI	pseu	0.428
murF	rpsF	pseu	0.53
murF	mrcB	pseu	0.685
murF	ponA	pseu	0.779
murF	ftsI	pseu	0.975
murF	murE	pseu	0.999
murE	mrcB	pseu	0.428
murE	ponA	pseu	0.461
murE	ftsI	pseu	0.992
ftsI	amiB	pseu	0.547
ftsI	ponA	pseu	0.959
ftsI	mrcB	pseu	0.969
trpS	rpmB	pseu	0.484
trpS	argS	pseu	0.88
rpmA	rpmH	pseu	0.992
rpmA	rpmE	pseu	0.996
rpmA	rpsF	pseu	0.998
rpmA	rplY	pseu	0.998
rpmA	rplI	pseu	0.998
rpmA	rpsR	pseu	0.998
rpmA	rplU	pseu	0.999
rpmA	rpmB	pseu	0.999
rplU	argS	pseu	0.66
rplU	rpmE	pseu	0.994
rplU	rpmH	pseu	0.997
rplU	rplI	pseu	0.998
rplU	rpsF	pseu	0.998
rplU	rpmB	pseu	0.999
rplU	rpsR	pseu	0.999
rplU	rplY	pseu	0.999
rplY	rpmH	pseu	0.987
rplY	rpmE	pseu	0.988
rplY	rpmB	pseu	0.992
rplY	rpsR	pseu	0.997
rplY	rpsF	pseu	0.999
rplY	rplI	pseu	0.999
mrcB	amiB	pseu	0.468
mrcB	ponA	pseu	0.964
folK	folP	pseu	0.999
rplI	argS	pseu	0.514
rplI	rpmE	pseu	0.977
rplI	rpmH	pseu	0.978
rplI	rpmB	pseu	0.997
rplI	rpsF	pseu	0.999
rplI	rpsR	pseu	0.999
rpsR	rpmH	pseu	0.99
rpsR	rpmE	pseu	0.994
rpsR	rpsF	pseu	0.999
rpsR	rpmB	pseu	0.999
rpsF	argS	pseu	0.564
rpsF	rpmE	pseu	0.99
rpsF	rpmH	pseu	0.993
rpsF	rpmB	pseu	0.999
amiB	ponA	pseu	0.445
amiB	PA4974	pseu	0.478
amiB	amiA	pseu	0.926
rpmE	folE2-2	pseu	0.455
rpmE	argS	pseu	0.457
rpmE	rpmH	pseu	0.983
rpmE	rpmB	pseu	0.998
rpmB	rpmH	pseu	0.997
amiA	folE2-2	pseu	0.966
